MATRIX_SIZE,PROCS,ITERATION,RANK,PEAK_HEAP_BYTES
1000,25,12,11,4866461
1000,25,12,6,4898999
1000,25,12,8,4866571
1000,25,12,2,4868395
1000,25,12,4,4868395
1000,25,12,0,13000400
1000,25,12,3,4868563
1000,25,12,1,4868395
1000,25,12,5,4899019
2000,1,12,0,83999264
2000,4,12,0,48136122
2000,4,12,1,20100271
2000,9,12,0,41508878
2000,9,12,4,11285427
2000,9,12,3,11255159
2000,9,12,2,11254917
2000,9,12,1,11254991
2000,16,12,6,8169554
2000,16,12,1,8171210
2000,16,12,5,8169554
2000,16,12,2,8171210
2000,16,12,4,8169386
2000,16,12,3,8171378
2000,16,12,0,39172497
2000,16,12,7,8169554
2000,25,12,5,6818999
2000,25,12,7,6819019
2000,25,12,4,6788395
2000,25,12,6,6818999
2000,25,12,1,6788395
2000,25,12,8,6786571
2000,25,12,9,6786591
2000,25,12,10,6786593
2000,25,12,2,6788395
2000,25,12,0,38149682
2000,25,12,11,6786593
2000,25,12,12,6818833
2000,25,12,3,6788563
500,1,13,0,8999260
500,4,13,0,6886118
500,4,13,1,5100267
500,9,13,4,4613423
500,9,13,0,6573758
500,9,13,3,4646167
500,9,13,1,4582987
500,9,13,2,4645663
500,16,13,1,4421206
500,16,13,0,6552735
500,16,13,7,4517230
500,16,13,5,4419550
500,16,13,6,4517230
500,16,13,2,4421206
500,16,13,4,4517062
500,16,13,3,4421374
500,25,13,9,4386587
500,25,13,5,4418995
500,25,13,6,4418995
500,25,13,12,4516529
500,25,13,2,4436935
500,25,13,7,4418995
500,25,13,11,4386589
500,25,13,4,4437103
500,25,13,1,4388391
500,25,13,10,4386569
500,25,13,8,4465427
500,25,13,3,4436935
500,25,13,0,6640564
1000,1,13,0,23999264
1000,4,13,0,15136122
1000,4,13,1,8100271
1000,9,13,4,5952099
1000,9,13,2,5984675
1000,9,13,0,13508906
1000,9,13,1,5921663
1000,9,13,3,5984843
1000,16,13,3,5171378
1000,16,13,2,5171210
1000,16,13,7,5169554
1000,16,13,0,13082811
1000,16,13,4,5169386
1000,16,13,5,5169554
1000,16,13,1,5171210
1000,16,13,6,5169554
1000,25,13,4,4868395
1000,25,13,1,4868395
1000,25,13,3,4868563
1000,25,13,2,4868395
1000,25,13,8,4866571
1000,25,13,7,4898999
1000,25,13,12,4898853
1000,25,13,10,4866461
1000,25,13,0,13000400
1000,25,13,5,4898999
1000,25,13,6,4898999
1000,25,13,11,4866461
1000,25,13,9,4866459
2000,1,13,0,83999264
2000,4,13,1,20100271
2000,4,13,0,48136122
2000,9,13,2,11254917
2000,9,13,3,11255159
2000,9,13,1,11254859
2000,9,13,4,11285427
2000,9,13,0,41508878
2000,16,13,1,8171190
2000,16,13,7,8169534
2000,16,13,3,8171358
2000,16,13,4,8169366
2000,16,13,5,8169534
2000,16,13,6,8169534
2000,16,13,0,39172477
2000,16,13,2,8171190
2000,25,13,7,6818999
2000,25,13,1,6788395
2000,25,13,2,6788395
2000,25,13,6,6819019
2000,25,13,11,6786461
2000,25,13,8,6786571
2000,25,13,3,6788563
2000,25,13,12,6818853
2000,25,13,9,6786459
2000,25,13,10,6786461
2000,25,13,5,6819019
2000,25,13,4,6788395
2000,25,13,0,38149682
500,1,14,0,8999260
500,4,14,1,5100267
500,4,14,0,6886118
500,9,14,4,4613423
500,9,14,1,4582987
500,9,14,2,4645663
500,9,14,0,6573758
500,9,14,3,4646167
500,16,14,1,4421206
500,16,14,7,4419550
500,16,14,3,4421374
500,16,14,0,6552735
500,16,14,5,4419550
500,16,14,4,4419382
500,16,14,2,4421206
500,16,14,6,4419550
500,25,14,5,4418980
500,25,14,10,4386442
500,25,14,11,4386442
500,25,14,9,4549804
500,25,14,4,4437088
500,25,14,8,4484252
500,25,14,2,4436920
500,25,14,6,4418980
500,25,14,1,4437040
500,25,14,12,4516514
500,25,14,0,6640549
500,25,14,7,4419000
500,25,14,3,4388544
1000,1,14,0,23999249
1000,4,14,0,15136107
1000,4,14,1,8100256
1000,9,14,4,5952099
1000,9,14,0,13508906
1000,9,14,2,5984675
1000,9,14,3,5984843
1000,9,14,1,5921663
1000,16,14,5,5169539
1000,16,14,4,5169371
1000,16,14,2,5171195
1000,16,14,1,5171195
1000,16,14,7,5169539
1000,16,14,3,5171363
1000,16,14,6,5169539
1000,16,14,0,13082796
1000,25,14,8,4866556
1000,25,14,3,4868548
1000,25,14,2,4868380
1000,25,14,11,4866558
1000,25,14,4,4868380
1000,25,14,10,4866578
1000,25,14,5,4898984
1000,25,14,6,4898984
1000,25,14,12,4898838
1000,25,14,9,4866556
1000,25,14,7,4898984
1000,25,14,1,4868380
1000,25,14,0,13000385
2000,1,14,0,83999249
2000,4,14,0,48136107
2000,4,14,1,20100256
2000,9,14,4,11285412
2000,9,14,0,41508863
2000,9,14,3,11255124
2000,9,14,2,11255014
2000,9,14,1,11254956
2000,16,14,6,8169539
2000,16,14,1,8171195
2000,16,14,7,8169539
2000,16,14,5,8169539
2000,16,14,0,39172482
2000,16,14,4,8169371
2000,16,14,2,8171195
2000,16,14,3,8171363
2000,25,14,9,6786444
2000,25,14,3,6788548
2000,25,14,10,6786446
2000,25,14,6,6818984
2000,25,14,8,6786556
2000,25,14,7,6818984
2000,25,14,5,6818984
2000,25,14,1,6788380
2000,25,14,12,6818818
2000,25,14,11,6786578
2000,25,14,2,6788380
2000,25,14,4,6788380
2000,25,14,0,38149667
500,1,15,0,8999245
500,4,15,0,6886103
500,4,15,1,5100252
500,9,15,4,4613408
500,9,15,2,4645648
500,9,15,0,6573743
500,9,15,3,4646152
500,9,15,1,4582972
500,16,15,4,4517047
500,16,15,2,4421191
500,16,15,0,6552720
500,16,15,3,4421359
500,16,15,1,4421191
500,16,15,5,4517215
500,16,15,6,4517215
500,16,15,7,4517215
500,25,15,9,4484252
500,25,15,5,4418980
500,25,15,7,4419000
500,25,15,12,4418814
500,25,15,2,4436920
500,25,15,8,4534004
500,25,15,0,6640549
500,25,15,3,4436920
500,25,15,11,4484254
500,25,15,6,4419000
500,25,15,1,4388376
500,25,15,4,4388376
500,25,15,10,4484254
1000,1,15,0,23999249
1000,4,15,1,8100256
1000,4,15,0,15136107
1000,9,15,4,5952084
1000,9,15,2,5984324
1000,9,15,3,5984828
1000,9,15,1,5921516
1000,9,15,0,13508891
1000,16,15,6,5169539
1000,16,15,3,5171363
1000,16,15,5,5169539
1000,16,15,2,5171195
1000,16,15,0,13082796
1000,16,15,4,5169371
1000,16,15,1,5171195
1000,16,15,7,5169539
1000,25,15,8,4866529
1000,25,15,10,4866419
1000,25,15,12,4898811
1000,25,15,6,4898977
1000,25,15,1,4868353
1000,25,15,2,4868353
1000,25,15,0,13000358
1000,25,15,4,4868353
1000,25,15,7,4898957
1000,25,15,9,4866549
1000,25,15,11,4866419
1000,25,15,3,4868521
1000,25,15,5,4898977
2000,1,15,0,83999249
2000,4,15,1,20100255
2000,4,15,0,48136106
2000,9,15,4,11285408
2000,9,15,0,41508859
2000,9,15,3,11255140
2000,9,15,1,11254972
2000,9,15,2,11255010
2000,16,15,7,8169561
2000,16,15,5,8169561
2000,16,15,6,8169561
2000,16,15,4,8169393
2000,16,15,1,8171217
2000,16,15,0,39172504
2000,16,15,2,8171217
2000,16,15,3,8171385
2000,25,15,2,6788407
2000,25,15,0,38149694
2000,25,15,11,6786473
2000,25,15,7,6819011
2000,25,15,3,6788575
2000,25,15,10,6786473
2000,25,15,8,6786583
2000,25,15,5,6819031
2000,25,15,12,6818865
2000,25,15,9,6786471
2000,25,15,1,6788407
2000,25,15,6,6819031
2000,25,15,4,6788407
500,1,16,0,8999260
500,4,16,0,6886119
500,4,16,1,5100268
500,9,16,4,4613427
500,9,16,3,4645555
500,9,16,0,6573762
500,9,16,2,4645667
500,9,16,1,4582991
500,16,16,3,4421381
500,16,16,5,4517237
500,16,16,4,4517069
500,16,16,2,4421213
500,16,16,6,4517237
500,16,16,7,4517237
500,16,16,1,4421213
500,16,16,0,6552742
500,25,16,3,4388571
500,25,16,8,4534031
500,25,16,12,4516541
500,25,16,5,4419027
500,25,16,6,4419027
500,25,16,10,4484281
500,25,16,9,4484279
500,25,16,7,4419007
500,25,16,1,4388403
500,25,16,2,4436947
500,25,16,11,4484281
500,25,16,4,4388403
500,25,16,0,10789678
1000,1,16,0,23999264
1000,4,16,0,15136123
1000,4,16,1,8100272
1000,9,16,2,5984679
1000,9,16,4,5952103
1000,9,16,3,5984847
1000,9,16,0,13508910
1000,9,16,1,5921647
1000,16,16,0,13082818
1000,16,16,4,5169393
1000,16,16,7,5169561
1000,16,16,2,5171217
1000,16,16,3,5171253
1000,16,16,5,5169429
1000,16,16,6,5169561
1000,16,16,1,5171217
1000,25,16,0,13000412
1000,25,16,1,4868407
1000,25,16,7,4899011
1000,25,16,6,4899011
1000,25,16,10,4866473
1000,25,16,11,4866473
1000,25,16,2,4868407
1000,25,16,3,4868575
1000,25,16,4,4868407
1000,25,16,5,4899011
1000,25,16,12,4898865
1000,25,16,9,4866471
1000,25,16,8,4866583
2000,1,16,0,83999264
2000,4,16,1,20100272
2000,4,16,0,48136123
2000,9,16,2,11255033
2000,9,16,4,11285411
2000,9,16,0,41508882
2000,9,16,1,11254975
2000,9,16,3,11255143
2000,16,16,1,8171217
2000,16,16,4,8169393
2000,16,16,5,8169541
2000,16,16,3,8171365
2000,16,16,2,8171217
2000,16,16,6,8169561
2000,16,16,7,8169561
2000,16,16,0,39172484
2000,25,16,12,6818865
2000,25,16,10,6786605
2000,25,16,5,6819011
2000,25,16,9,6786603
2000,25,16,6,6819011
2000,25,16,0,38149694
2000,25,16,11,6786605
2000,25,16,7,6819011
2000,25,16,3,6788575
2000,25,16,8,6786583
2000,25,16,2,6788407
2000,25,16,4,6788407
2000,25,16,1,6788407
500,1,17,0,8999260
500,4,17,1,5100268
500,4,17,0,6886119
500,9,17,2,4645667
500,9,17,1,4582991
500,9,17,0,6573762
500,9,17,4,4613427
500,9,17,3,4646171
500,16,17,7,4517237
500,16,17,6,4517237
500,16,17,1,4421193
500,16,17,4,4517069
500,16,17,0,6552910
500,16,17,5,4517237
500,16,17,2,4421213
500,16,17,3,4421361
500,25,17,1,4437067
500,25,17,8,4534031
500,25,17,5,4419007
500,25,17,11,4386581
500,25,17,4,4437115
500,25,17,6,4419007
500,25,17,12,4516541
500,25,17,10,4386581
500,25,17,7,4419027
500,25,17,9,4484279
500,25,17,2,4436947
500,25,17,3,4436947
500,25,17,0,6640576
1000,1,17,0,23999264
1000,4,17,0,15136123
1000,4,17,1,8100272
1000,9,17,2,5984343
1000,9,17,4,5952103
1000,9,17,0,13508910
1000,9,17,1,5921667
1000,9,17,3,5984847
1000,16,17,6,5169561
1000,16,17,3,5171385
1000,16,17,2,5171085
1000,16,17,4,5169393
1000,16,17,5,5169561
1000,16,17,0,13082818
1000,16,17,7,5169561
1000,16,17,1,5171217
1000,25,17,10,4866473
1000,25,17,1,4868407
1000,25,17,7,4899011
1000,25,17,6,4899031
1000,25,17,9,4866471
1000,25,17,5,4899011
1000,25,17,3,4868575
1000,25,17,12,4898865
1000,25,17,8,4866583
1000,25,17,0,13000412
1000,25,17,2,4868407
1000,25,17,11,4866473
1000,25,17,4,4868407
2000,1,17,0,83999264
2000,4,17,0,48136123
2000,4,17,1,20100272
2000,9,17,2,11255033
2000,9,17,4,11285431
2000,9,17,1,11254975
2000,9,17,0,41508882
2000,9,17,3,11255143
2000,16,17,7,8169561
2000,16,17,6,8169561
2000,16,17,1,8171217
2000,16,17,2,8171217
2000,16,17,5,8169561
2000,16,17,4,8169393
2000,16,17,0,39172504
2000,16,17,3,8171385
2000,25,17,12,6818865
2000,25,17,10,6786473
2000,25,17,9,6786583
2000,25,17,8,6786583
2000,25,17,4,6788407
2000,25,17,2,6788407
2000,25,17,1,6788407
2000,25,17,7,6819031
2000,25,17,11,6786585
2000,25,17,6,6819011
2000,25,17,0,38149694
2000,25,17,5,6819011
2000,25,17,3,6788575
500,1,18,0,8999260
500,4,18,1,5100268
500,4,18,0,6886119
500,9,18,1,4582991
500,9,18,3,4645555
500,9,18,4,4613427
500,9,18,2,4645667
500,9,18,0,6573762
500,16,18,2,4421081
500,16,18,5,4517237
500,16,18,1,4421081
500,16,18,6,4517237
500,16,18,0,6552742
500,16,18,7,4517237
500,16,18,3,4421249
500,16,18,4,4517069
500,25,18,9,4386467
500,25,18,8,4465439
500,25,18,7,4419027
500,25,18,5,4419007
500,25,18,4,4437115
500,25,18,12,4516541
500,25,18,3,4436947
500,25,18,6,4419007
500,25,18,11,4484281
500,25,18,2,4436947
500,25,18,0,6640576
500,25,18,10,4484281
500,25,18,1,4388403
1000,1,18,0,23999264
1000,4,18,0,15136123
1000,4,18,1,8100272
1000,9,18,4,5952103
1000,9,18,3,5984847
1000,9,18,2,5984679
1000,9,18,0,13508910
1000,9,18,1,5921667
1000,16,18,1,5171085
1000,16,18,2,5171085
1000,16,18,6,5169561
1000,16,18,4,5169261
1000,16,18,7,5169429
1000,16,18,3,5171253
1000,16,18,5,5169429
1000,16,18,0,13082706
1000,25,18,7,4899031
1000,25,18,12,4898865
1000,25,18,11,4866473
1000,25,18,9,4866603
1000,25,18,2,4868407
1000,25,18,5,4899011
1000,25,18,1,4868407
1000,25,18,10,4866605
1000,25,18,8,4866583
1000,25,18,0,13000412
1000,25,18,4,4868407
1000,25,18,3,4868575
1000,25,18,6,4899031
2000,1,18,0,83999264
2000,4,18,0,48136123
2000,4,18,1,20100272
2000,9,18,0,41508882
2000,9,18,4,11285431
2000,9,18,3,11255163
2000,9,18,2,11254921
2000,9,18,1,11254995
2000,16,18,6,8169561
2000,16,18,1,8171217
2000,16,18,7,8169561
2000,16,18,5,8169561
2000,16,18,3,8171385
2000,16,18,2,8171217
2000,16,18,4,8169393
2000,16,18,0,39172504
2000,25,18,8,6786583
2000,25,18,1,6788407
2000,25,18,2,6788407
2000,25,18,0,38149694
2000,25,18,4,6788407
2000,25,18,9,6786583
2000,25,18,7,6819031
2000,25,18,3,6788575
2000,25,18,11,6786585
2000,25,18,10,6786585
2000,25,18,12,6818845
2000,25,18,5,6819031
2000,25,18,6,6819011
500,1,19,0,8999260
500,4,19,0,6886119
500,4,19,1,5100268
500,9,19,1,4582971
500,9,19,2,4645667
500,9,19,4,4613427
500,9,19,3,4645555
500,9,19,0,6573762
500,16,19,6,4517237
500,16,19,7,4517237
500,16,19,5,4517237
500,16,19,2,4421213
500,16,19,1,4421213
500,16,19,0,6552742
500,16,19,3,4421381
500,16,19,4,4517069
500,25,19,6,4419027
500,25,19,11,4386601
500,25,19,0,6640576
500,25,19,7,4419007
500,25,19,8,4534031
500,25,19,3,4436947
500,25,19,10,4386469
500,25,19,9,4484279
500,25,19,5,4419007
500,25,19,12,4516541
500,25,19,1,4437067
500,25,19,2,4436947
500,25,19,4,4437115
1000,1,19,0,23999264
1000,4,19,0,15136123
1000,4,19,1,8100272
1000,9,19,0,13508910
1000,9,19,3,5984847
1000,9,19,4,5952083
1000,9,19,2,5984679
1000,9,19,1,5921647
1000,16,19,1,5171217
1000,16,19,4,5169393
1000,16,19,2,5171217
1000,16,19,7,5169561
1000,16,19,0,13082818
1000,16,19,6,5169561
1000,16,19,5,5169561
1000,16,19,3,5171253
1000,25,19,12,4898865
1000,25,19,1,4868407
1000,25,19,8,4866583
1000,25,19,6,4899011
1000,25,19,2,4868407
1000,25,19,10,4866473
1000,25,19,9,4866603
1000,25,19,11,4866473
1000,25,19,5,4899011
1000,25,19,3,4868575
1000,25,19,0,13000412
1000,25,19,4,4868407
1000,25,19,7,4899011
2000,1,19,0,83999264
2000,4,19,1,20100272
2000,4,19,0,48136123
2000,9,19,1,11254995
2000,9,19,4,11285431
2000,9,19,2,11255053
2000,9,19,0,41508882
2000,9,19,3,11255163
2000,16,19,7,8169561
2000,16,19,3,8171385
2000,16,19,0,39172504
2000,16,19,2,8171217
2000,16,19,1,8171217
2000,16,19,6,8169561
2000,16,19,4,8169393
2000,16,19,5,8169561
2000,25,19,8,6786583
2000,25,19,11,6786605
2000,25,19,0,38149694
2000,25,19,4,6788407
2000,25,19,3,6788575
2000,25,19,9,6786603
2000,25,19,1,6788407
2000,25,19,10,6786605
2000,25,19,2,6788407
2000,25,19,6,6819031
2000,25,19,7,6819011
2000,25,19,12,6818865
2000,25,19,5,6819031
500,1,20,0,8999260
500,4,20,1,5100268
500,4,20,0,6886119
500,9,20,4,4613427
500,9,20,0,6573762
500,9,20,2,4645667
500,9,20,3,4646171
500,9,20,1,4582991
500,16,20,4,4517069
500,16,20,1,4421213
500,16,20,6,4517237
500,16,20,5,4517237
500,16,20,7,4517237
500,16,20,0,6552742
500,16,20,2,4421213
500,16,20,3,4421381
500,25,20,4,4437115
500,25,20,11,4484281
500,25,20,5,4419007
500,25,20,2,4436947
500,25,20,3,4436947
500,25,20,12,4516541
500,25,20,10,4484281
500,25,20,6,4419027
500,25,20,9,4484279
500,25,20,1,4437067
500,25,20,0,6640576
500,25,20,7,4419027
500,25,20,8,4534031
1000,1,20,0,23999264
1000,4,20,0,15136123
1000,4,20,1,8100272
1000,9,20,0,13508910
1000,9,20,2,5984679
1000,9,20,1,5921667
1000,9,20,4,5952103
1000,9,20,3,5984847
1000,16,20,6,5169541
1000,16,20,4,5169373
1000,16,20,1,5171197
1000,16,20,5,5169541
1000,16,20,7,5169541
1000,16,20,0,13082818
1000,16,20,3,5171365
1000,16,20,2,5171197
1000,25,20,4,4868407
1000,25,20,3,4868575
1000,25,20,11,4866473
1000,25,20,2,4868407
1000,25,20,7,4899031
1000,25,20,10,4866473
1000,25,20,1,4868407
1000,25,20,5,4899031
1000,25,20,6,4899031
1000,25,20,9,4866471
1000,25,20,0,13000412
1000,25,20,12,4898845
1000,25,20,8,4866583
2000,1,20,0,83999264
2000,4,20,0,48136123
2000,4,20,1,20100272
2000,9,20,2,11255053
2000,9,20,4,11285431
2000,9,20,1,11254995
2000,9,20,0,41508882
2000,9,20,3,11255163
2000,16,20,1,8171217
2000,16,20,3,8171385
2000,16,20,4,8169393
2000,16,20,2,8171217
2000,16,20,5,8169561
2000,16,20,6,8169561
2000,16,20,0,39172504
2000,16,20,7,8169561
2000,25,20,8,6786583
2000,25,20,7,6819011
2000,25,20,12,6818845
2000,25,20,2,6788407
2000,25,20,0,38149694
2000,25,20,3,6788575
2000,25,20,5,6819011
2000,25,20,11,6786605
2000,25,20,9,6786603
2000,25,20,4,6788407
2000,25,20,1,6788407
2000,25,20,10,6786473
2000,25,20,6,6819031
500,1,21,0,8999260
500,4,21,0,6886119
500,4,21,1,5100268
500,9,21,3,4645555
500,9,21,2,4645667
500,9,21,0,6573762
500,9,21,1,4582991
500,9,21,4,4613427
500,16,21,1,4421213
500,16,21,5,4419557
500,16,21,6,4517237
500,16,21,0,6552910
500,16,21,7,4517237
500,16,21,4,4517069
500,16,21,2,4421213
500,16,21,3,4421381
500,25,21,8,4534031
500,25,21,3,4388571
500,25,21,1,4388403
500,25,21,4,4388403
500,25,21,10,4386601
500,25,21,12,4484393
500,25,21,7,4419027
500,25,21,6,4419007
500,25,21,2,4436947
500,25,21,11,4484281
500,25,21,0,6640576
500,25,21,9,4484279
500,25,21,5,4419007
1000,1,21,0,23999264
1000,4,21,0,15136123
1000,4,21,1,8100272
1000,9,21,4,5952103
1000,9,21,3,5984847
1000,9,21,1,5921667
1000,9,21,2,5984679
1000,9,21,0,13508910
1000,16,21,1,5171197
1000,16,21,2,5171197
1000,16,21,7,5169541
1000,16,21,0,13082818
1000,16,21,6,5169541
1000,16,21,4,5169373
1000,16,21,3,5171385
1000,16,21,5,5169541
1000,25,21,5,4899011
1000,25,21,6,4899011
1000,25,21,4,4868407
1000,25,21,3,4868575
1000,25,21,11,4866605
1000,25,21,10,4866473
1000,25,21,1,4868407
1000,25,21,8,4866583
1000,25,21,12,4898865
1000,25,21,2,4868407
1000,25,21,9,4866603
1000,25,21,7,4899011
1000,25,21,0,13000412
2000,1,21,0,83999264
2000,4,21,1,20100272
2000,4,21,0,48136123
2000,9,21,0,41508882
2000,9,21,3,11255163
2000,9,21,1,11254995
2000,9,21,4,11285431
2000,9,21,2,11255053
2000,16,21,2,8171085
2000,16,21,7,8169429
2000,16,21,3,8171253
2000,16,21,0,39172372
2000,16,21,5,8169561
2000,16,21,6,8169429
2000,16,21,4,8169261
2000,16,21,1,8171085
2000,25,21,6,6819031
2000,25,21,8,6786583
2000,25,21,10,6786473
2000,25,21,5,6819031
2000,25,21,4,6788407
2000,25,21,11,6786473
2000,25,21,2,6788407
2000,25,21,3,6788575
2000,25,21,7,6819031
2000,25,21,9,6786471
2000,25,21,1,6788407
2000,25,21,12,6818865
2000,25,21,0,38149694
500,1,22,0,8999260
500,4,22,0,6886119
500,4,22,1,5100268
500,9,22,4,4613427
500,9,22,3,4645555
500,9,22,0,6573762
500,9,22,1,4582859
500,9,22,2,4645667
500,16,22,0,6552742
500,16,22,3,4421381
500,16,22,7,4517237
500,16,22,5,4517237
500,16,22,2,4421213
500,16,22,4,4517069
500,16,22,1,4421213
500,16,22,6,4517237
500,25,22,3,4388571
500,25,22,12,4516541
500,25,22,11,4484281
500,25,22,6,4419007
500,25,22,4,4437115
500,25,22,0,6640576
500,25,22,7,4419007
500,25,22,1,4437067
500,25,22,9,4484279
500,25,22,10,4484281
500,25,22,2,4436947
500,25,22,8,4534031
500,25,22,5,4419007
1000,1,22,0,23999264
1000,4,22,0,15136123
1000,4,22,1,8100272
1000,9,22,1,5921667
1000,9,22,2,5984343
1000,9,22,3,5984847
1000,9,22,4,5952103
1000,9,22,0,13508910
1000,16,22,1,5171085
1000,16,22,4,5169261
1000,16,22,5,5169429
1000,16,22,0,13082706
1000,16,22,6,5169561
1000,16,22,7,5169561
1000,16,22,2,5171085
1000,16,22,3,5171253
1000,25,22,6,4899031
1000,25,22,1,4868407
1000,25,22,9,4866603
1000,25,22,10,4866473
1000,25,22,5,4899031
1000,25,22,2,4868407
1000,25,22,11,4866605
1000,25,22,0,13000412
1000,25,22,3,4868575
1000,25,22,12,4898865
1000,25,22,8,4866583
1000,25,22,7,4899011
1000,25,22,4,4868407
2000,1,22,0,83999264
2000,4,22,0,48136123
2000,4,22,1,20100272
2000,9,22,3,11255163
2000,9,22,0,41508882
2000,9,22,2,11255053
2000,9,22,4,11285411
2000,9,22,1,11254995
2000,16,22,7,8169541
2000,16,22,3,8171365
2000,16,22,4,8169373
2000,16,22,2,8171197
2000,16,22,5,8169561
2000,16,22,6,8169541
2000,16,22,1,8171197
2000,16,22,0,39172484
2000,25,22,2,6788407
2000,25,22,9,6786583
2000,25,22,5,6819031
2000,25,22,11,6786605
2000,25,22,3,6788575
2000,25,22,4,6788407
2000,25,22,10,6786605
2000,25,22,8,6786583
2000,25,22,0,38149694
2000,25,22,1,6788407
2000,25,22,6,6819031
2000,25,22,12,6818865
2000,25,22,7,6819011
500,1,23,0,8999260
500,4,23,0,6886119
500,4,23,1,5100268
500,9,23,4,4613427
500,9,23,1,4582991
500,9,23,0,6573762
500,9,23,2,4645667
500,9,23,3,4645387
500,16,23,5,4517237
500,16,23,7,4517237
500,16,23,4,4517069
500,16,23,1,4421213
500,16,23,6,4517237
500,16,23,2,4421081
500,16,23,0,6552630
500,16,23,3,4421249
500,25,23,10,4386581
500,25,23,9,4484279
500,25,23,0,6640576
500,25,23,3,4436947
500,25,23,7,4419007
500,25,23,11,4386581
500,25,23,1,4437067
500,25,23,4,4437115
500,25,23,8,4534031
500,25,23,2,4436947
500,25,23,6,4419027
500,25,23,12,4516541
500,25,23,5,4419007
1000,1,23,0,23999264
1000,4,23,0,15136123
1000,4,23,1,8100272
1000,9,23,4,5952103
1000,9,23,0,13508910
1000,9,23,1,5921667
1000,9,23,2,5984679
1000,9,23,3,5984847
1000,16,23,6,5169429
1000,16,23,5,5169429
1000,16,23,7,5169429
1000,16,23,0,13082706
1000,16,23,1,5171085
1000,16,23,4,5169261
1000,16,23,3,5171385
1000,16,23,2,5171217
1000,25,23,12,4898845
1000,25,23,7,4899011
1000,25,23,5,4899011
1000,25,23,11,4866605
1000,25,23,3,4868575
1000,25,23,10,4866473
1000,25,23,1,4868407
1000,25,23,8,4866583
1000,25,23,2,4868407
1000,25,23,4,4868407
1000,25,23,9,4866471
1000,25,23,6,4899011
1000,25,23,0,13000412
2000,1,23,0,83999264
2000,4,23,1,20100272
2000,4,23,0,48136123
2000,9,23,0,41508882
2000,9,23,2,11255053
2000,9,23,4,11285431
2000,9,23,1,11254995
2000,9,23,3,11255163
2000,16,23,1,8171217
2000,16,23,4,8169393
2000,16,23,2,8171217
2000,16,23,3,8171385
2000,16,23,7,8169561
2000,16,23,5,8169561
2000,16,23,0,39172504
2000,16,23,6,8169561
2000,25,23,8,6786583
2000,25,23,0,38149694
2000,25,23,9,6786603
2000,25,23,10,6786473
2000,25,23,1,6788407
2000,25,23,7,6819011
2000,25,23,11,6786473
2000,25,23,12,6818865
2000,25,23,4,6788407
2000,25,23,3,6788575
2000,25,23,6,6819011
2000,25,23,5,6819011
2000,25,23,2,6788407
500,1,24,0,8999260
500,4,24,0,6886119
500,4,24,1,5100268
500,9,24,2,4645667
500,9,24,1,4582991
500,9,24,3,4646171
500,9,24,0,6573762
500,9,24,4,4613427
500,16,24,1,4421213
500,16,24,7,4517237
500,16,24,4,4517069
500,16,24,6,4517237
500,16,24,3,4421381
500,16,24,0,6552742
500,16,24,2,4421213
500,16,24,5,4517237
500,25,24,5,4419027
500,25,24,7,4419027
500,25,24,3,4436947
500,25,24,11,4484281
500,25,24,2,4388403
500,25,24,10,4484281
500,25,24,12,4582093
500,25,24,8,4534031
500,25,24,1,4388403
500,25,24,9,4549831
500,25,24,0,10724126
500,25,24,4,4388403
500,25,24,6,4419007
1000,1,24,0,23999264
1000,4,24,1,8100272
1000,4,24,0,15136123
1000,9,24,0,13508910
1000,9,24,4,5952103
1000,9,24,1,5921667
1000,9,24,3,5984847
1000,9,24,2,5984679
1000,16,24,2,5171197
1000,16,24,7,5169541
1000,16,24,5,5169541
1000,16,24,1,5171197
1000,16,24,4,5169373
1000,16,24,0,13082818
1000,16,24,3,5171365
1000,16,24,6,5169541
1000,25,24,12,4898865
1000,25,24,2,4868407
1000,25,24,6,4899031
1000,25,24,4,4868407
1000,25,24,7,4899011
1000,25,24,0,13000412
1000,25,24,11,4866585
1000,25,24,3,4868575
1000,25,24,10,4866585
1000,25,24,1,4868407
1000,25,24,9,4866583
1000,25,24,5,4899011
1000,25,24,8,4866583
2000,1,24,0,83999264
2000,4,24,1,20100272
2000,4,24,0,48136123
2000,9,24,3,11255143
2000,9,24,4,11285411
2000,9,24,0,41508882
2000,9,24,2,11255033
2000,9,24,1,11254975
2000,16,24,5,8169561
2000,16,24,6,8169541
2000,16,24,3,8171385
2000,16,24,2,8171217
2000,16,24,4,8169393
2000,16,24,1,8171217
2000,16,24,0,39172504
2000,16,24,7,8169541
2000,25,24,2,6788407
2000,25,24,8,6786583
2000,25,24,6,6819011
2000,25,24,1,6788407
2000,25,24,12,6818865
2000,25,24,9,6786583
2000,25,24,4,6788407
2000,25,24,3,6788575
2000,25,24,0,38149694
2000,25,24,7,6819011
2000,25,24,5,6819031
2000,25,24,10,6786585
2000,25,24,11,6786585
500,1,25,0,8999260
500,4,25,1,5100268
500,4,25,0,6886119
500,9,25,0,6573777
500,9,25,2,4645682
500,9,25,1,4583006
500,9,25,3,4645570
500,9,25,4,4613442
500,16,25,3,4421396
500,16,25,2,4421228
500,16,25,4,4517084
500,16,25,6,4517252
500,16,25,5,4517252
500,16,25,1,4421228
500,16,25,7,4517252
500,16,25,0,6552757
500,25,25,7,4419042
500,25,25,8,4534046
500,25,25,10,4484296
500,25,25,1,4388418
