processes,matrix_size,elapsed_time_sec,user_cpu_sec,sys_cpu_sec,max_rss_kb,#context_switch
9,500,0.579721,0.507264,0.291890,71680,64
16,500,0.555821,0.490563,0.303570,71964,136
1,1000,7.039581,6.985169,0.045615,79256,27
4,1000,2.859428,2.768580,0.866845,79524,49
9,1000,2.141394,2.036698,0.926860,78088,55
16,1000,1.976499,1.840332,1.013880,78236,82
1,2000,54.030933,53.613262,0.348429,137812,91
4,2000,16.532482,16.290071,3.486963,112668,68
9,2000,10.513966,10.263529,3.504860,105596,53
16,2000,8.446603,8.147078,3.605475,103132,93
1,500,1.080958,1.062005,0.018819,64940,12
4,500,0.643996,0.598405,0.250019,71780,44
9,500,0.606437,0.534123,0.309349,71368,54
16,500,0.560367,0.504634,0.300391,72748,75
1,1000,6.914453,6.838209,0.066615,79280,21
4,1000,2.896226,2.804197,0.903845,79812,42
9,1000,2.181489,2.064024,0.952752,77604,70
16,1000,1.988037,1.848269,1.009979,78408,69
1,2000,53.861712,53.447933,0.365654,137692,156
4,2000,16.922929,16.518159,3.740801,111648,57
9,2000,10.625452,10.333979,3.638481,105248,125
16,2000,8.759376,8.453816,3.774153,103128,85
1,500,1.080093,1.059127,0.020839,64820,9
4,500,0.654477,0.602772,0.266260,72356,36
9,500,0.579823,0.511655,0.297730,71416,31
16,500,0.546953,0.498309,0.284169,71912,58
1,1000,7.017071,6.945057,0.067652,79232,22
4,1000,2.890295,2.810763,0.909879,79904,20
9,1000,2.156123,2.054734,0.960113,78524,40
16,1000,1.948279,1.821828,0.977925,77476,84
1,2000,53.806762,53.386819,0.378428,138116,95
4,2000,16.684037,16.376732,3.571465,112260,66
9,2000,10.588403,10.337621,3.648236,106012,69
16,2000,8.458946,8.171711,3.590861,103324,112
1,500,1.090987,1.071036,0.019856,64380,7
4,500,0.642708,0.596095,0.244403,71364,44
9,500,0.590128,0.504782,0.284458,70696,27
16,500,0.584562,0.517884,0.306685,71968,103
1,1000,6.945906,6.880432,0.054469,79028,27
4,1000,2.901866,2.807150,0.930146,79916,27
9,1000,2.252826,2.128143,0.991323,77188,32
16,1000,1.936231,1.792621,0.980203,77100,94
1,2000,52.461272,52.050085,0.363610,137736,148
4,2000,16.643711,16.352712,3.512916,111764,76
9,2000,10.710945,10.401166,3.651905,104996,110
16,2000,8.506370,8.206757,3.643109,102868,117
1,500,1.091726,1.064762,0.026830,64148,7
4,500,0.643739,0.597139,0.258977,72028,34
9,500,0.582852,0.510213,0.285222,70492,35
16,500,0.577851,0.517057,0.318657,71472,66
1,1000,6.910210,6.840716,0.059716,78956,30
4,1000,2.886757,2.788282,0.916526,79920,25
9,1000,2.184334,2.076873,1.001679,77976,72
16,1000,1.977686,1.830222,1.014413,77824,79
1,2000,54.058837,53.664965,0.349496,138004,81
4,2000,16.851069,16.557147,3.672752,111916,51
9,2000,10.720202,10.428217,3.693538,104644,123
16,2000,9.042138,8.748275,3.955886,102920,126
1,500,1.088277,1.065369,0.022796,64580,10
4,500,0.654981,0.609600,0.253561,71928,16
9,500,0.587167,0.518059,0.302662,71840,47
16,500,0.560474,0.482834,0.299483,72676,109
1,1000,6.933208,6.862047,0.062611,79416,17
4,1000,2.884524,2.780585,0.914699,79412,28
9,1000,2.165654,2.051577,0.943993,78416,68
16,1000,1.947730,1.804293,0.989475,77220,110
1,2000,52.702862,52.288551,0.366612,137864,148
4,2000,16.828639,16.549925,3.602193,112144,67
9,2000,10.565745,10.303166,3.561990,106032,69
16,2000,8.582161,8.301748,3.688733,103016,188
1,500,1.084731,1.066737,0.017864,64872,9
4,500,0.654857,0.605043,0.266485,71172,28
9,500,0.580672,0.511686,0.292888,70796,40
16,500,0.552305,0.479960,0.290606,70976,73
1,1000,6.937223,6.879676,0.048673,79228,23
4,1000,2.916096,2.824685,0.925682,80148,24
9,1000,2.173840,2.069199,0.950999,77960,41
16,1000,1.963345,1.808073,0.991241,77696,34
1,2000,53.586635,53.176615,0.361519,137900,169
4,2000,16.722388,16.463747,3.606349,111748,84
9,2000,10.561821,10.310621,3.558501,105896,45
16,2000,8.472941,8.234427,3.601489,102296,124
1,500,1.083748,1.065755,0.017847,64840,8
4,500,0.655663,0.607947,0.264557,71064,42
9,500,0.583138,0.524454,0.284004,71672,46
16,500,0.584008,0.492325,0.322639,71236,74
1,1000,6.915457,6.841658,0.064553,79148,33
4,1000,2.901901,2.805354,0.926045,79808,40
9,1000,2.306233,2.197166,1.039337,78512,47
16,1000,1.999744,1.869391,1.024389,76676,67
1,2000,54.230427,53.807732,0.375486,138140,174
4,2000,16.705699,16.454701,3.566872,112480,46
9,2000,10.595029,10.347761,3.578617,104988,93
16,2000,8.493734,8.216831,3.597064,102816,106
1,500,1.086353,1.068385,0.017842,64740,10
4,500,0.642368,0.593565,0.264789,70904,27
9,500,0.591334,0.534110,0.293806,70144,117
16,500,0.565662,0.483976,0.296728,72172,88
1,1000,6.937332,6.871238,0.057655,79488,30
4,1000,2.907978,2.796768,0.946235,79936,28
9,1000,2.197618,2.091940,0.975195,78528,69
16,1000,1.950397,1.799448,0.994923,76964,105
1,2000,52.464493,52.082295,0.334476,137880,183
4,2000,16.764371,16.461317,3.569960,112404,70
9,2000,10.581199,10.307322,3.599388,104584,147
16,2000,8.899857,8.623298,3.867458,102812,120
1,500,1.080450,1.059530,0.020814,64836,8
4,500,0.652808,0.597955,0.252076,72260,19
9,500,0.593341,0.508466,0.292655,71072,48
16,500,0.568738,0.504564,0.304413,71744,38
1,1000,6.924149,6.859786,0.060596,79408,29
4,1000,2.889478,2.794994,0.923134,80024,41
9,1000,2.187483,2.097505,0.947994,77976,146
16,1000,1.952772,1.825411,0.965220,77980,111
1,2000,54.228496,53.784554,0.396372,138112,145
4,2000,16.760549,16.476847,3.672822,112008,42
9,2000,10.597259,10.320217,3.576521,105664,58
16,2000,8.581612,8.315810,3.687297,102532,101
1,500,1.089169,1.068244,0.020806,65072,9
4,500,0.656976,0.608884,0.282755,71792,38
9,500,0.579006,0.510278,0.290958,70524,46
16,500,0.571460,0.501506,0.318909,71744,95
1,1000,6.930483,6.858524,0.061624,79408,23
4,1000,2.881865,2.791307,0.886307,79808,48
9,1000,2.205711,2.087817,0.975421,78240,66
16,1000,1.967880,1.824105,1.016204,77100,99
1,2000,54.279189,53.877295,0.354418,137892,164
4,2000,16.724900,16.424683,3.580683,112052,58
9,2000,10.957853,10.692693,3.867921,105144,63
16,2000,8.512136,8.232481,3.584312,102160,148
1,500,1.086933,1.073981,0.012810,64728,10
4,500,0.657614,0.595921,0.261315,71832,22
9,500,0.591286,0.533520,0.304927,70812,34
16,500,0.556511,0.480854,0.294607,72084,190
1,1000,6.946379,6.878159,0.057604,79132,23
4,1000,2.901982,2.806169,0.930005,79952,20
9,1000,2.180872,2.079682,0.945395,77588,40
16,1000,2.007635,1.857672,1.085344,77452,98
1,2000,54.354176,53.951968,0.354635,137888,161
4,2000,16.657343,16.346301,3.583285,112196,55
9,2000,10.609234,10.358537,3.651376,105552,53
16,2000,8.537039,8.234052,3.668851,103844,97
25,500,0.639768,0.535288,0.370409,71268,155
36,500,0.689305,0.565268,0.399236,73412,230
49,500,0.887340,0.700355,0.533943,74092,230
64,500,0.904093,0.699039,0.513344,75212,523
25,1000,1.923175,1.713420,1.039051,77056,124
36,1000,2.056192,1.706583,1.241887,79656,182
49,1000,2.798105,2.449627,1.695872,79620,302
64,1000,2.592149,2.347747,1.462821,80088,502
25,2000,7.671660,7.278253,3.744790,102068,162
36,2000,8.243304,7.158395,4.478004,101444,356
49,2000,10.444254,9.901042,5.976593,102624,276
64,2000,9.934283,9.285627,5.225168,103784,622
25,500,0.649751,0.542859,0.367351,72584,262
36,500,0.622943,0.488501,0.368003,73304,158
49,500,0.734864,0.530309,0.421310,73664,363
64,500,0.947273,0.736985,0.526203,74956,504
25,1000,1.948607,1.747834,1.079552,75520,150
36,1000,2.060847,1.719711,1.192439,78936,380
49,1000,2.800170,2.448976,1.682445,78752,505
64,1000,2.568936,2.321140,1.457029,83128,508
25,2000,7.831814,7.489601,3.850038,101356,90
36,2000,8.290681,7.219050,4.466218,101928,155
49,2000,7.893940,6.833146,4.442333,102648,254
64,2000,10.076053,9.419873,5.407554,103776,508
25,500,0.678880,0.578417,0.379169,71612,113
36,500,0.711415,0.576178,0.404308,73352,268
49,500,0.731536,0.521012,0.405807,73660,361
64,500,0.914621,0.711812,0.528075,74792,495
25,1000,1.953184,1.741043,1.059227,76112,229
36,1000,2.078694,1.754361,1.216972,77916,174
49,1000,2.822537,2.470421,1.695526,79932,232
64,1000,2.617681,2.365046,1.472714,83044,626
25,2000,7.683507,7.333051,3.702090,102396,185
36,2000,8.124625,7.051150,4.383036,101916,198
49,2000,10.329461,9.759181,5.965582,102216,369
64,2000,10.145740,9.477185,5.393331,103260,535
25,500,0.625806,0.507435,0.338836,72672,86
36,500,0.654361,0.491837,0.377305,73064,275
49,500,0.729297,0.539230,0.440430,73328,387
64,500,0.956774,0.739449,0.541125,74900,493
25,1000,1.922872,1.729684,1.041270,77396,165
36,1000,2.447645,2.204043,1.425040,78184,223
49,1000,2.818023,2.460578,1.684744,78660,335
64,1000,2.553239,2.305689,1.443824,83132,501
25,2000,7.647139,7.327264,3.674968,102208,154
36,2000,9.342424,8.836930,5.131299,101600,207
49,2000,10.335788,9.812949,5.922547,102164,381
64,2000,10.000184,9.367955,5.326389,103844,473
25,500,0.622277,0.494483,0.351711,71176,119
36,500,0.611032,0.494920,0.340322,72996,205
49,500,0.892581,0.710035,0.534827,73600,348
64,500,0.912676,0.721200,0.535857,74272,571
25,1000,1.912022,1.708369,1.047471,77664,108
36,1000,2.073121,1.728074,1.198604,77916,124
49,1000,2.795001,2.431318,1.694249,79356,199
64,1000,2.609326,2.338175,1.479221,83512,513
25,2000,7.699258,7.331483,3.756241,102580,77
36,2000,8.072678,7.007629,4.393467,102656,173
49,2000,10.318808,9.778095,5.880424,102724,264
64,2000,10.115627,9.485818,5.390454,103108,610
25,500,0.597434,0.472562,0.334651,72616,126
36,500,0.730229,0.627315,0.425168,73384,184
49,500,0.879560,0.696846,0.512920,73712,381
64,500,0.933641,0.716126,0.535489,74340,563
25,1000,1.893873,1.709783,1.051745,76836,255
36,1000,2.662431,2.378729,1.574706,78196,171
49,1000,2.794260,2.444937,1.653565,78276,291
64,1000,2.555862,2.314834,1.471957,80956,466
25,2000,7.698410,7.338378,3.764258,101428,124
36,2000,10.640821,10.195425,6.007350,102384,166
49,2000,10.225480,9.702824,5.884480,102688,400
64,2000,10.067908,9.410075,5.387549,103760,503
25,500,0.595959,0.493715,0.336769,72792,132
36,500,0.796238,0.692210,0.457356,72896,175
49,500,0.872066,0.694257,0.515078,73228,317
64,500,0.925857,0.717902,0.516279,74664,521
25,1000,1.912429,1.727026,1.048144,77564,148
36,1000,2.108184,1.774206,1.216401,78764,364
49,1000,2.791770,2.471580,1.696647,80024,509
64,1000,2.707466,2.466203,1.523708,83888,570
25,2000,7.545533,7.210577,3.639203,103204,90
36,2000,9.301748,8.870413,5.084872,100888,148
49,2000,10.318802,9.786849,5.927210,102472,284
64,2000,9.930577,9.279656,5.356294,103584,714
25,500,0.663805,0.546887,0.390546,73556,138
36,500,0.631819,0.524049,0.361885,71920,172
49,500,0.886160,0.698164,0.520499,74404,302
64,500,0.918051,0.713329,0.510626,74680,594
25,1000,1.918575,1.728146,1.047836,77600,177
36,1000,2.012769,1.678643,1.166367,77892,181
49,1000,2.824698,2.457367,1.715658,79400,343
64,1000,2.620717,2.382403,1.514911,83864,520
25,2000,8.266311,7.890631,4.112691,102424,137
36,2000,8.356896,7.279781,4.520685,102808,219
49,2000,10.273566,9.724667,5.901863,102864,392
64,2000,10.027666,9.388857,5.379599,103148,498
25,500,0.608994,0.489089,0.334903,72276,160
36,500,0.611484,0.468454,0.346873,73000,201
49,500,0.891015,0.713168,0.518149,73832,228
64,500,0.915184,0.712927,0.518080,74540,615
25,1000,1.958168,1.728249,1.095646,78372,173
36,1000,2.053735,1.733332,1.182459,77300,118
49,1000,2.809402,2.442133,1.651589,78656,308
64,1000,2.578870,2.330704,1.453907,82628,489
25,2000,7.663920,7.308793,3.701583,102208,84
36,2000,8.279259,7.123886,4.516083,101852,317
49,2000,10.264648,9.728359,5.904221,102616,270
64,2000,10.156243,9.499439,5.428566,104088,669
25,500,0.578247,0.475107,0.320772,71924,127
36,500,0.771847,0.666489,0.456467,72500,303
49,500,0.914312,0.729606,0.549939,74012,316
64,500,0.910995,0.712023,0.509991,76124,566
25,1000,1.915699,1.707058,1.061105,77024,191
36,1000,2.690178,2.455732,1.591077,77556,261
49,1000,2.768236,2.376444,1.660369,79420,253
64,1000,2.601907,2.340275,1.467811,83020,473
25,2000,7.649500,7.325681,3.744592,102124,112
36,2000,8.265911,7.196498,4.425658,101816,162
49,2000,10.244210,9.713122,5.841689,102884,324
64,2000,11.124257,9.608660,6.095365,104096,661
25,500,0.635277,0.516375,0.360016,72944,174
36,500,0.786511,0.669381,0.450437,73992,246
49,500,0.885162,0.709451,0.519709,73692,378
64,500,0.906619,0.700817,0.509519,75596,493
25,1000,1.902119,1.715713,1.028569,77400,182
36,1000,2.064002,1.723180,1.195786,78316,261
49,1000,2.802777,2.444286,1.670380,79704,407
64,1000,2.545089,2.275953,1.426608,82776,730
25,2000,7.631885,7.292844,3.676111,101916,148
36,2000,8.131839,7.045637,4.393764,101696,181
49,2000,10.263317,9.752960,5.903142,101916,532
64,2000,10.040954,9.384442,5.383788,103784,649
25,500,0.603758,0.486040,0.345177,72668,142
36,500,0.744474,0.600956,0.438980,72264,280
49,500,0.715950,0.517705,0.406373,74252,256
64,500,0.907611,0.703686,0.512431,74820,680
25,1000,1.943819,1.728594,1.058026,76880,186
36,1000,2.330653,2.075007,1.353604,77908,185
49,1000,2.808100,2.435726,1.700134,79616,326
64,1000,2.607044,2.347789,1.472873,83388,671
25,2000,7.641622,7.334969,3.710587,101464,257
36,2000,8.258943,7.171479,4.440470,101416,182
49,2000,10.371348,9.829166,6.017216,102488,394
64,2000,10.183024,9.532328,5.424083,103268,493
25,500,0.602416,0.486606,0.336626,71948,195
36,500,0.636109,0.523163,0.360833,72572,235
49,500,0.895050,0.710334,0.529554,73540,432
64,500,0.920308,0.721419,0.537989,75840,533
25,1000,1.920805,1.730914,1.057146,76376,147
36,1000,2.075633,1.715768,1.177603,78064,231
49,1000,2.789899,2.445420,1.659986,78640,316
64,1000,2.616565,2.356934,1.479614,84024,540
25,2000,7.651730,7.302075,3.698545,101920,145
36,2000,8.096566,7.019388,4.355461,102412,204
49,2000,10.320599,9.786730,5.971996,102384,208
64,2000,10.047062,9.425280,5.384571,103076,566
25,500,0.624816,0.514514,0.359340,73492,138
36,500,0.625482,0.505974,0.363323,73536,144
49,500,0.885794,0.715215,0.522595,73996,317
64,500,0.911668,0.735347,0.507925,76368,647
25,1000,1.885792,1.692796,1.042686,76972,150
36,1000,2.031561,1.695652,1.165821,78084,224
49,1000,2.797929,2.446365,1.660349,78856,354
64,1000,2.574210,2.321853,1.444341,83044,523
25,2000,7.752318,7.418935,3.772728,102052,178
36,2000,10.698511,10.304643,6.008963,102232,224
49,2000,10.238770,9.701441,5.915988,101876,289
64,2000,10.065471,9.414998,5.359535,103648,517
25,500,0.606555,0.506037,0.332142,72776,82
36,500,0.630415,0.509707,0.359364,72760,339
49,500,0.882655,0.711137,0.513864,73228,505
64,500,0.904919,0.700181,0.510676,75348,512
25,1000,1.918487,1.754203,1.079550,77564,136
36,1000,2.083279,1.730983,1.212534,77876,210
49,1000,2.846625,2.494089,1.737596,78676,355
64,1000,2.563539,2.331820,1.437879,83384,453
25,2000,7.698074,7.389897,3.732032,101532,160
36,2000,8.276556,7.161710,4.539690,101788,172
49,2000,7.813142,6.762844,4.352182,101968,819
64,2000,10.029007,9.373142,5.324800,103372,532
25,500,0.586375,0.472262,0.323340,73120,117
36,500,0.628570,0.503221,0.345751,73280,148
49,500,0.728085,0.546887,0.429260,73544,264
64,500,0.928961,0.720095,0.547289,75856,466
25,1000,1.940277,1.757034,1.076967,77316,139
36,1000,2.083813,1.744964,1.207603,78108,290
49,1000,2.494221,2.131122,1.465287,78008,247
64,1000,2.778995,2.531649,1.573431,82872,696
25,2000,7.599441,7.278218,3.673014,101696,184
36,2000,8.234023,7.175806,4.420754,101720,181
49,2000,7.813268,6.803021,4.325968,101620,422
64,2000,10.048146,9.366458,5.328581,103268,608
25,500,0.610829,0.477163,0.347928,72972,115
36,500,0.628175,0.507829,0.359790,72720,245
49,500,0.882855,0.706776,0.528824,73452,318
64,500,0.917261,0.705603,0.537229,74828,520
25,1000,1.927542,1.730153,1.054681,77112,236
36,1000,2.133465,1.851062,1.240039,78636,177
49,1000,2.166356,1.707661,1.266369,78896,321
64,1000,2.555074,2.308642,1.471929,82220,561
25,2000,8.874864,8.551944,4.516946,100572,188
36,2000,10.612723,10.194249,5.999628,101452,154
49,2000,10.177837,9.681584,5.841913,102744,516
64,2000,10.054493,9.418394,5.407068,103096,706
25,500,0.663081,0.540590,0.370098,72424,138
36,500,0.603938,0.484804,0.340418,73536,327
49,500,0.886884,0.691566,0.541535,73280,358
64,500,0.926987,0.695423,0.522815,75680,535
25,1000,1.953202,1.726639,1.064078,77812,168
36,1000,2.069117,1.733017,1.187030,78612,230
49,1000,3.307060,2.947653,2.004993,78420,392
64,1000,2.572376,2.307448,1.459111,83304,542
25,2000,7.627283,7.272363,3.707178,102628,137
36,2000,8.149326,7.100514,4.372727,101976,160
49,2000,10.351588,9.793901,5.942274,101628,363
64,2000,10.261553,9.630502,5.420833,104028,663
25,500,0.608836,0.490498,0.350066,72772,135
36,500,0.644778,0.494249,0.382661,71748,173
49,500,0.896178,0.709616,0.537755,73224,421
64,500,0.918529,0.721569,0.513473,75348,581
25,1000,1.911632,1.721212,1.042478,77320,232
36,1000,2.042646,1.706702,1.180914,78616,167
49,1000,2.802973,2.430062,1.691217,78700,260
64,1000,2.568674,2.309913,1.455449,80584,545
25,2000,7.791286,7.415302,3.790171,101464,143
36,2000,8.156439,7.149773,4.360568,101980,239
49,2000,10.174218,9.652671,5.827194,102740,303
64,2000,10.135337,9.471284,5.478659,103236,643
25,500,0.601508,0.496333,0.341896,72380,232
36,500,0.697113,0.562359,0.414900,71988,219
49,500,0.891659,0.692518,0.547566,73480,495
64,500,0.932453,0.735841,0.517088,75176,537
25,1000,1.898235,1.673660,1.016732,78164,214
36,1000,2.440160,2.084116,1.440085,78132,289
49,1000,2.136500,1.742848,1.256310,78924,244
64,1000,2.602776,2.363681,1.478757,83476,601
25,2000,7.714614,7.349077,3.783528,101880,113
36,2000,8.216830,7.115449,4.416761,102648,211
49,2000,10.202298,9.660549,5.912844,101976,453
64,2000,10.020342,9.343399,5.354250,104292,564
25,500,0.665597,0.554990,0.394232,72928,130
36,500,0.798412,0.655878,0.480382,73144,253
49,500,0.783783,0.593357,0.476141,74132,325
64,500,0.920001,0.720703,0.521568,75168,485
25,1000,1.901080,1.699716,1.067547,77156,105
36,1000,2.041040,1.674547,1.166915,78112,334
49,1000,2.781270,2.406252,1.693409,79444,500
64,1000,2.573766,2.336671,1.466473,79996,513
25,2000,7.552134,7.222811,3.653102,101404,192
36,2000,8.234169,7.170463,4.441848,101916,196
49,2000,10.376629,9.865968,5.964844,101616,487
64,2000,10.106925,9.462581,5.354898,102916,1227
25,500,0.605942,0.488541,0.345731,72812,147
36,500,0.631470,0.512960,0.366331,71908,416
49,500,0.895549,0.718857,0.541824,73532,380
64,500,0.902271,0.699035,0.520916,75184,619
25,1000,1.923701,1.723971,1.061728,76120,94
36,1000,2.415508,2.099941,1.411216,77600,218
49,1000,2.794901,2.444116,1.635606,79032,439
64,1000,2.579521,2.317333,1.442048,80012,578
25,2000,7.672175,7.316621,3.712419,101464,162
36,2000,10.665612,10.266834,5.943666,101468,279
49,2000,7.748723,6.730800,4.335174,102392,564
64,2000,10.111747,9.429558,5.393458,102840,684
25,500,0.615850,0.498838,0.338337,72516,116
36,500,0.725981,0.601466,0.440870,73424,197
49,500,0.886061,0.699908,0.527908,73796,267
64,500,0.905458,0.705746,0.514409,76192,548
25,1000,1.916154,1.709540,1.039470,77032,106
36,1000,2.067591,1.746452,1.184889,78920,218
49,1000,2.785438,2.435486,1.649982,78848,267
64,1000,2.646801,2.393383,1.506254,83540,575
25,2000,7.570066,7.249235,3.605164,102196,186
36,2000,8.226812,7.163122,4.437786,102648,192
49,2000,10.303474,9.777209,5.901595,102500,466
64,2000,10.083972,9.429493,5.372203,103084,486
25,500,0.612977,0.522588,0.331654,71836,137
36,500,0.612211,0.473171,0.350897,73444,200
49,500,0.728231,0.512031,0.412679,73028,205
64,500,0.920799,0.711530,0.521002,75596,739
25,1000,1.904781,1.699581,1.043861,77516,85
36,1000,2.363408,2.114607,1.400549,78680,174
49,1000,2.804205,2.448949,1.720474,79068,210
64,1000,2.558752,2.310751,1.431851,82056,556
25,2000,7.661394,7.316559,3.730634,101376,110
36,2000,8.070200,6.983952,4.296785,101880,250
49,2000,10.282802,9.712079,5.903869,102744,459
64,2000,10.160555,9.485455,5.358932,103476,522
25,500,0.652682,0.534642,0.363663,73528,133
36,500,0.664628,0.529188,0.369692,72664,233
49,500,0.887439,0.690169,0.501074,73744,237
64,500,0.918063,0.725844,0.514926,75684,493
25,1000,1.914322,1.738665,1.042285,77344,193
36,1000,2.704960,2.472432,1.602733,78836,186
49,1000,2.791993,2.441979,1.680527,79864,239
64,1000,2.662657,2.417804,1.506210,83284,558
25,2000,7.651494,7.335890,3.714265,101416,106
36,2000,8.146078,7.013256,4.347253,100436,174
49,2000,7.818958,6.788204,4.399370,101112,418
64,2000,10.180337,9.530955,5.456311,103588,491
25,500,0.609765,0.497087,0.341864,72516,118
36,500,0.631434,0.503193,0.361929,72700,203
49,500,0.892204,0.705769,0.514696,73956,264
64,500,0.914510,0.694593,0.511281,75356,786
25,1000,1.903700,1.714551,1.045629,78168,232
36,1000,2.067588,1.727078,1.210636,77560,207
49,1000,2.419630,2.046899,1.428088,79608,386
64,1000,2.564488,2.316461,1.465565,83040,571
25,2000,7.694757,7.366310,3.744470,101460,177
36,2000,8.216729,7.144404,4.436165,102176,341
49,2000,10.319134,9.795628,5.914120,102480,256
64,2000,10.072873,9.421156,5.403295,103264,521
25,500,0.579499,0.477612,0.326966,72452,198
36,500,0.632213,0.519365,0.363181,73576,134
49,500,0.892493,0.704849,0.528025,72092,492
64,500,0.925526,0.729530,0.533937,75380,721
25,1000,1.973755,1.742444,1.057899,78036,127
36,1000,2.723769,2.453369,1.610218,77396,248
49,1000,2.769684,2.410904,1.656565,79352,262
64,1000,2.563773,2.328330,1.439418,82828,560
25,2000,8.589122,8.189971,4.284421,102036,124
36,2000,8.153022,7.052873,4.435248,101260,234
49,2000,10.340057,9.759863,5.930262,102236,260
64,2000,10.087925,9.427455,5.377581,103844,623
25,500,0.610991,0.500348,0.347042,73032,67
36,500,0.622569,0.497541,0.361106,72796,193
49,500,0.718505,0.508916,0.417474,73400,351
64,500,0.933291,0.721824,0.519384,74800,689
25,1000,1.944504,1.701984,1.077679,77916,213
36,1000,2.024890,1.715806,1.159651,77404,311
49,1000,2.817807,2.450629,1.683465,78628,348
64,1000,2.595944,2.338175,1.460883,83692,653
25,2000,7.704055,7.377084,3.747377,102408,202
36,2000,8.223914,7.113014,4.409422,101720,155
49,2000,7.831620,6.786328,4.305083,101652,431
64,2000,9.972328,9.295637,5.306195,103860,692
25,500,0.617155,0.513116,0.341668,72284,104
36,500,0.793498,0.689074,0.476397,72796,197
49,500,0.889001,0.706126,0.539708,73064,248
64,500,0.921214,0.724293,0.513058,74600,484
25,1000,1.927747,1.745344,1.058265,77608,152
36,1000,2.141095,1.814980,1.253503,78640,267
49,1000,2.198028,1.772591,1.286202,77616,302
64,1000,2.564916,2.309287,1.481516,83384,506
25,2000,7.563092,7.214505,3.657285,102424,191
36,2000,8.139326,7.021747,4.366864,102136,206
49,2000,10.450296,9.894723,6.027586,102444,422
64,2000,10.006258,9.329434,5.348019,103224,607
25,500,0.650460,0.541939,0.358749,72484,151
36,500,0.618370,0.489985,0.347811,73196,159
49,500,0.728605,0.522559,0.416005,74248,261
64,500,0.933449,0.721201,0.527581,75456,475
25,1000,1.893975,1.708797,1.058170,77372,106
36,1000,2.689886,2.439043,1.590341,77804,176
49,1000,2.150063,1.718503,1.264267,79196,232
64,1000,2.583272,2.326977,1.463673,83040,459
25,2000,7.533336,7.189944,3.616279,102108,102
36,2000,8.091172,6.995406,4.367286,101972,271
49,2000,10.223469,9.724488,5.906444,101384,291
64,2000,9.934449,9.292199,5.273781,103264,547
1,500,1.288920,1.268367,0.017898,70344,10
4,500,0.669486,0.639198,0.155398,67788,16
9,500,0.616988,0.563825,0.178873,67152,109
16,500,0.532617,0.494662,0.167834,68720,112
25,500,0.593952,0.525058,0.204394,68484,181
36,500,0.701940,0.588954,0.261172,69492,535
49,500,1.301952,1.147967,0.476307,68740,362
64,500,1.353920,1.148084,0.500572,71644,520
1,1000,8.953115,8.888518,0.053724,85136,25
4,1000,3.388004,3.259937,0.589915,76748,22
9,1000,2.226072,2.150657,0.578944,74328,32
16,1000,1.960282,1.874076,0.605243,75628,247
25,1000,1.912047,1.785556,0.613446,74220,246
36,1000,2.193168,1.897332,0.755100,74984,220
49,1000,2.379896,2.006460,0.854071,75216,317
64,1000,3.757258,3.513018,1.457305,80604,507
1,2000,90.519598,90.091726,0.377664,143856,276
4,2000,20.248706,20.006780,2.098562,108132,69
9,2000,12.543719,12.242671,2.240752,102448,74
16,2000,9.733758,9.288275,2.324496,99848,167
25,2000,7.810770,7.532420,2.170545,98924,313
36,2000,10.866832,10.543723,3.565176,98852,244
49,2000,14.470694,13.943309,5.006377,98440,336
64,2000,14.204543,13.587238,5.138414,99532,505
1,500,1.250013,1.229978,0.019926,70360,8
4,500,0.683124,0.633502,0.159915,67624,37
9,500,0.583802,0.539413,0.175042,67656,27
16,500,0.524351,0.491747,0.164815,68844,58
25,500,0.574573,0.515909,0.189952,68068,176
36,500,0.665232,0.573636,0.229336,68984,221
49,500,0.841693,0.679592,0.289142,69928,375
64,500,1.344927,1.135745,0.512108,71424,737
1,1000,8.561762,8.497505,0.053809,85180,34
4,1000,3.219557,3.132724,0.519847,75984,31
9,1000,2.184548,2.094362,0.520094,74740,52
16,1000,1.943348,1.857078,0.573160,74708,43
25,1000,1.874670,1.734258,0.608219,74100,211
36,1000,2.096279,1.836329,0.717871,75252,209
49,1000,3.955098,3.663750,1.405860,75144,479
64,1000,3.647264,3.410506,1.341855,79940,800
1,2000,84.285531,83.946580,0.289666,144000,208
4,2000,23.810928,22.116228,3.428371,108388,111
9,2000,12.111339,11.863430,2.059954,101240,109
16,2000,8.954800,8.692884,2.085279,99944,60
25,2000,7.659170,7.392441,2.156969,98372,241
36,2000,8.481436,7.562036,2.653348,99688,363
49,2000,14.562641,14.069654,5.188480,99204,564
64,2000,14.334438,13.680529,5.112059,99660,608
1,500,1.246151,1.231086,0.014876,70200,11
4,500,0.656190,0.617226,0.141431,68020,28
9,500,0.583762,0.531495,0.172343,67856,89
16,500,0.525781,0.487885,0.162660,68284,111
25,500,0.579955,0.512644,0.189140,68484,136
36,500,0.663676,0.578296,0.219386,69176,307
49,500,0.846095,0.658662,0.301792,70204,335
64,500,1.329943,1.140135,0.511637,71980,480
1,1000,8.556325,8.503632,0.043695,85600,30
4,1000,3.384238,3.246700,0.598769,76376,28
9,1000,2.180882,2.100283,0.556321,75064,44
16,1000,1.922139,1.804334,0.571039,74868,230
25,1000,1.868468,1.723617,0.609723,75136,309
36,1000,2.110537,1.852457,0.712948,75304,319
49,1000,2.950409,2.652191,1.041860,74728,339
